Age,Gender,Income,Occupation,Marital_Status,Household_Size,Weekly_Order_Frequency,Top_Priorities,Multi_Restaurant_Support,Flexible_Delivery_for_Freshness,Try_New_Food_Recommendations,Preferred_Cuisines,Wants_Personalised_Discounts,App_Frustrations,Sustainability_Importance,Importance_OnTime,Importance_DriverRating,Avg_Spend_Per_Order,Willing_To_Try_New_App,Max_Willingness_To_Pay,Likely_To_Recommend,Pay_Extra_For_Features,Order_Device,Delivery_Timing_Preference,Current_Satisfaction
35-44,Female,8–15K,Self-Employed,Single,3,1–2,Fast delivery,Yes,Yes,Rarely,"Japanese, Mexican, Indian",Neutral,Cold food,Rarely,5,3,50–75,Yes,100–150,2,No,WhatsApp,ASAP,9
45-54,Male,15–25K,Unemployed,Other,1,0,"Variety of restaurants, Customization",Yes,Yes,Rarely,"Mexican, Vegan, Indian",Neutral,"Non-transparent pricing, Limited restaurant choice, Late delivery, Driver behavior",Always,2,5,75–100,Yes,30–50,5,Depends,Website,ASAP,6
25-34,Female,0–4K,Self-Employed,Other,2,1–2,"Sustainability, Discounts, Low price",No,No,Sometimes,"Italian, Arabic, Indian",Yes,"Limited restaurant choice, Driver behavior",Sometimes,4,3,10–25,Yes,30–50,3,No,Website,Depends,9
25-34,Female,4–8K,Unemployed,Single,4,1–2,Fast delivery,No,Yes,Sometimes,"Indian, Fast Food, Mexican",Yes,"Limited restaurant choice, Driver behavior",Always,2,4,50–75,Yes,30–50,2,Depends,WhatsApp,ASAP,5
18-24,Female,15–25K,Homemaker,Single,7,3–5,Healthy options,No,No,Never,"Vegan, Japanese",Neutral,"Limited restaurant choice, Non-transparent pricing, Poor packaging",Always,3,5,25–50,Yes,30–50,2,Yes,Mobile App,ASAP,7
25-34,Male,8–15K,Retired,Single,2,1–2,Variety of restaurants,No,Depends,Sometimes,"Italian, Japanese, Arabic",Yes,"Non-transparent pricing, Lack of discounts, Limited restaurant choice",Often,3,5,25–50,Yes,30–50,5,Yes,Mobile App,Depends,6
25-34,Male,25K+,Self-Employed,Divorced,2,3–5,"Customization, Low price",Yes,No,Sometimes,"Vegan, Chinese",Yes,"Bad customer support, Lack of discounts, Non-transparent pricing",Always,5,2,50–75,Maybe,75–100,2,No,Website,Schedule,6
25-34,Male,15–25K,Unemployed,Divorced,1,1–2,"Low price, Fast delivery, Healthy options",No,Depends,Rarely,"Arabic, Chinese, Mexican, Vegan",No,"Non-transparent pricing, Bad customer support, Late delivery",Rarely,4,3,10–25,Yes,50–75,3,Yes,Mobile App,ASAP,10
25-34,Prefer not to say,25K+,Unemployed,Other,5,3–5,"Low price, Sustainability",Yes,Yes,Often,"Fast Food, Indian",Yes,"Late delivery, Poor packaging, Lack of discounts",Rarely,4,3,50–75,Yes,50–75,4,Depends,Mobile App,Schedule,8
25-34,Female,15–25K,Unemployed,Divorced,5,1–2,"Healthy options, Fresh/hot food, Discounts",No,Yes,Always,"Italian, Arabic, Chinese",Yes,Bad customer support,Sometimes,1,4,25–50,Yes,100–150,4,No,Mobile App,Depends,7
18-24,Female,4–8K,Employed,Married,6,1–2,"Fresh/hot food, Sustainability",Yes,Depends,Often,"Mexican, Vegan",No,Driver behavior,Often,3,3,50–75,Maybe,50–75,2,Yes,WhatsApp,ASAP,10
25-34,Female,4–8K,Student,Other,5,1–2,Variety of restaurants,Yes,No,Often,"Italian, Vegan, Japanese",Yes,"Poor packaging, Lack of discounts",Sometimes,3,3,25–50,Yes,30–50,4,No,Mobile App,Schedule,1
25-34,Female,15–25K,Homemaker,Divorced,2,1–2,Fast delivery,Yes,No,Sometimes,"Japanese, Mexican, Indian, Vegan",Yes,"Limited restaurant choice, Driver behavior",Always,4,5,50–75,Yes,30–50,3,Depends,Website,ASAP,6
25-34,Female,8–15K,Self-Employed,Single,6,1–2,"Variety of restaurants, Low price, Sustainability",Yes,No,Sometimes,"Arabic, Fast Food, Italian",Yes,"Non-transparent pricing, Bad customer support",Often,5,3,50–75,Yes,30–50,1,Yes,Mobile App,Schedule,6
18-24,Male,0–4K,Employed,Married,1,3–5,"Discounts, Fast delivery",Yes,Yes,Sometimes,"Italian, Fast Food",Yes,"Limited restaurant choice, Non-transparent pricing, Driver behavior",Sometimes,1,5,100+,Maybe,50–75,4,Yes,Mobile App,Depends,5
45-54,Female,8–15K,Self-Employed,Single,3,0,"Healthy options, Sustainability",No,Yes,Often,"Indian, Japanese",Yes,Bad customer support,Sometimes,4,1,75–100,Yes,30–50,2,Depends,Website,ASAP,3
35-44,Male,25K+,Self-Employed,Other,7,3–5,"Low price, Discounts, Sustainability",No,No,Always,"Chinese, Arabic",Yes,"Non-transparent pricing, Poor packaging, Late delivery",Always,5,3,25–50,Yes,50–75,3,Yes,WhatsApp,ASAP,6
35-44,Female,8–15K,Retired,Single,7,3–5,"Low price, Variety of restaurants",Yes,No,Often,"Japanese, Fast Food, Arabic, Chinese",Yes,Bad customer support,Often,3,2,10–25,Yes,50–75,3,Yes,Mobile App,ASAP,8
35-44,Female,8–15K,Retired,Divorced,2,3–5,Fresh/hot food,No,Yes,Often,"Indian, Mexican, Japanese",No,"Late delivery, Cold food, Lack of discounts, Poor packaging",Rarely,3,4,50–75,Maybe,75–100,2,Yes,Mobile App,Depends,6
25-34,Female,8–15K,Retired,Divorced,2,1–2,Fresh/hot food,Yes,Depends,Often,"Mexican, Fast Food, Vegan",Yes,"Lack of discounts, Non-transparent pricing, Poor packaging",Often,4,4,50–75,Yes,75–100,4,No,Mobile App,Depends,8
18-24,Male,4–8K,Employed,Other,6,1–2,"Low price, Healthy options, Sustainability",Yes,Yes,Sometimes,"Fast Food, Japanese, Mexican",No,Limited restaurant choice,Rarely,1,3,10–25,No,30–50,2,No,Website,ASAP,7
25-34,Male,8–15K,Self-Employed,Single,1,6+,"Customization, Healthy options",Yes,Yes,Sometimes,"Fast Food, Arabic, Indian, Japanese",Yes,Poor packaging,Never,4,3,25–50,Yes,30–50,2,No,Mobile App,Depends,9
35-44,Male,8–15K,Student,Other,4,3–5,"Variety of restaurants, Healthy options",No,Depends,Rarely,"Vegan, Italian, Chinese, Arabic",Yes,Non-transparent pricing,Sometimes,2,2,50–75,Maybe,50–75,4,Depends,Mobile App,Schedule,6
35-44,Male,4–8K,Homemaker,Single,2,1–2,"Healthy options, Fast delivery, Variety of restaurants",Yes,No,Never,"Indian, Mexican, Japanese, Italian",Yes,"Bad customer support, Cold food, Lack of discounts",Often,5,5,75–100,Yes,30–50,3,Depends,Website,Depends,3
25-34,Male,15–25K,Retired,Married,4,1–2,"Discounts, Variety of restaurants, Fresh/hot food",Yes,Yes,Often,"Fast Food, Japanese, Mexican",Yes,"Bad customer support, Driver behavior, Late delivery, Limited restaurant choice",Sometimes,3,3,75–100,No,30–50,2,Depends,Mobile App,ASAP,3
18-24,Female,8–15K,Retired,Divorced,4,1–2,"Healthy options, Fresh/hot food",Yes,Yes,Sometimes,"Japanese, Arabic",No,"Late delivery, Poor packaging",Always,3,3,25–50,Yes,50–75,3,No,Mobile App,Depends,6
25-34,Female,15–25K,Self-Employed,Other,5,3–5,"Fresh/hot food, Low price, Healthy options",Yes,Yes,Sometimes,"Indian, Italian, Mexican",Yes,"Poor packaging, Bad customer support",Often,4,5,25–50,Yes,50–75,3,Yes,Phone Call,ASAP,5
25-34,Male,15–25K,Self-Employed,Married,1,3–5,Low price,Yes,No,Sometimes,"Fast Food, Japanese",Yes,Lack of discounts,Sometimes,4,3,10–25,Yes,75–100,1,Depends,WhatsApp,Schedule,5
35-44,Male,4–8K,Employed,Married,7,1–2,"Fresh/hot food, Discounts",Yes,Yes,Sometimes,"Fast Food, Mexican, Italian",Yes,"Non-transparent pricing, Poor packaging",Often,4,2,25–50,No,50–75,5,Yes,WhatsApp,ASAP,9
35-44,Male,8–15K,Employed,Other,7,3–5,"Healthy options, Sustainability, Low price",Yes,Depends,Sometimes,"Indian, Mexican, Japanese, Italian",Yes,"Late delivery, Limited restaurant choice, Bad customer support",Often,5,3,50–75,Maybe,100–150,5,Depends,Mobile App,Schedule,4
25-34,Female,8–15K,Retired,Other,4,3–5,Healthy options,Yes,Depends,Sometimes,"Fast Food, Arabic, Vegan",Yes,"Cold food, Driver behavior, Limited restaurant choice, Non-transparent pricing",Sometimes,3,2,50–75,Yes,75–100,3,Yes,WhatsApp,ASAP,10
55+,Female,15–25K,Self-Employed,Married,7,1–2,"Healthy options, Customization",No,Depends,Sometimes,"Japanese, Arabic, Vegan, Italian",Yes,"Limited restaurant choice, Late delivery, Driver behavior, Lack of discounts",Sometimes,5,2,25–50,Maybe,30–50,3,Depends,Website,ASAP,5
35-44,Female,4–8K,Student,Single,1,3–5,Healthy options,Yes,Yes,Often,"Fast Food, Arabic",Yes,"Bad customer support, Poor packaging, Lack of discounts, Non-transparent pricing",Always,5,3,10–25,Yes,50–75,3,Depends,Mobile App,Schedule,4
25-34,Female,8–15K,Homemaker,Married,5,3–5,"Discounts, Healthy options",Yes,No,Sometimes,"Japanese, Vegan, Chinese, Arabic",Yes,"Bad customer support, Lack of discounts, Driver behavior, Poor packaging",Often,2,5,25–50,Maybe,50–75,4,Yes,Mobile App,Depends,6
18-24,Prefer not to say,8–15K,Self-Employed,Other,1,1–2,"Customization, Fresh/hot food",Yes,Yes,Often,"Japanese, Chinese, Arabic, Mexican",Yes,"Lack of discounts, Poor packaging, Late delivery, Non-transparent pricing",Often,3,2,75–100,Yes,50–75,4,Yes,Mobile App,Depends,10
25-34,Female,4–8K,Self-Employed,Married,2,3–5,Discounts,No,Yes,Often,"Mexican, Indian, Chinese",Yes,"Lack of discounts, Non-transparent pricing, Limited restaurant choice",Often,3,2,25–50,Yes,50–75,3,Yes,Website,Depends,5
25-34,Male,4–8K,Unemployed,Single,4,1–2,Customization,Yes,Yes,Often,"Japanese, Fast Food",Yes,"Late delivery, Cold food, Poor packaging, Lack of discounts",Sometimes,3,4,25–50,Yes,50–75,5,No,Website,ASAP,5
25-34,Female,8–15K,Employed,Divorced,1,1–2,Discounts,No,Yes,Often,"Indian, Italian, Fast Food",Yes,"Cold food, Non-transparent pricing, Bad customer support",Sometimes,5,3,50–75,No,50–75,4,Yes,Website,ASAP,6
25-34,Male,15–25K,Homemaker,Divorced,7,1–2,Low price,Yes,Depends,Sometimes,"Arabic, Japanese",No,"Driver behavior, Poor packaging",Sometimes,2,4,50–75,No,30–50,2,No,Mobile App,ASAP,9
25-34,Female,8–15K,Retired,Married,3,1–2,"Customization, Fresh/hot food, Sustainability",No,Yes,Never,"Fast Food, Japanese, Mexican",No,Limited restaurant choice,Always,4,3,75–100,Yes,100–150,4,Yes,Mobile App,Schedule,6
25-34,Male,8–15K,Self-Employed,Single,1,1–2,Fresh/hot food,Yes,Yes,Sometimes,"Vegan, Japanese, Mexican",No,"Bad customer support, Lack of discounts, Limited restaurant choice",Always,2,2,25–50,Yes,50–75,4,Yes,Mobile App,Depends,8
45-54,Female,8–15K,Retired,Divorced,4,1–2,"Variety of restaurants, Fast delivery",Yes,Depends,Sometimes,"Japanese, Vegan",Yes,"Lack of discounts, Poor packaging, Driver behavior, Cold food",Often,3,5,50–75,Yes,30–50,3,No,WhatsApp,Depends,7
18-24,Female,15–25K,Self-Employed,Married,5,3–5,"Sustainability, Low price",Yes,Yes,Always,"Chinese, Italian",Neutral,"Lack of discounts, Poor packaging",Often,5,1,25–50,Yes,30–50,4,No,Mobile App,ASAP,6
25-34,Female,4–8K,Retired,Married,7,1–2,"Customization, Discounts",Yes,No,Often,"Indian, Mexican, Chinese, Japanese",Yes,Non-transparent pricing,Always,5,4,75–100,Yes,75–100,3,Yes,Mobile App,Depends,6
25-34,Female,15–25K,Homemaker,Single,5,3–5,Sustainability,No,Yes,Rarely,"Mexican, Japanese",Neutral,Bad customer support,Often,4,4,50–75,Yes,50–75,2,Depends,Mobile App,ASAP,10
55+,Male,4–8K,Employed,Other,4,0,Low price,No,Yes,Rarely,"Italian, Vegan, Arabic, Japanese",Yes,"Limited restaurant choice, Late delivery, Bad customer support, Cold food",Always,4,4,75–100,Yes,75–100,5,Depends,Mobile App,ASAP,10
18-24,Male,8–15K,Homemaker,Married,7,6+,"Sustainability, Fresh/hot food",Yes,Depends,Rarely,"Mexican, Fast Food, Japanese, Chinese",Yes,"Driver behavior, Bad customer support, Cold food, Late delivery",Sometimes,4,3,25–50,No,75–100,1,Yes,Mobile App,Depends,5
25-34,Male,4–8K,Unemployed,Other,2,3–5,"Variety of restaurants, Fresh/hot food",Yes,Yes,Often,"Japanese, Mexican",Yes,"Poor packaging, Driver behavior, Lack of discounts, Late delivery",Sometimes,3,2,50–75,No,75–100,5,Yes,Website,ASAP,4
55+,Male,4–8K,Student,Other,7,0,"Variety of restaurants, Healthy options, Fast delivery",Yes,Yes,Often,"Japanese, Arabic",Yes,Driver behavior,Sometimes,5,5,25–50,Yes,50–75,3,Depends,Mobile App,ASAP,7
45-54,Female,8–15K,Employed,Divorced,2,3–5,Customization,Yes,Yes,Often,"Vegan, Italian, Indian",No,"Driver behavior, Late delivery",Always,5,3,10–25,No,30–50,4,Yes,Mobile App,ASAP,2
45-54,Male,4–8K,Homemaker,Other,5,1–2,"Customization, Sustainability",Yes,Yes,Always,"Arabic, Indian, Fast Food",No,"Late delivery, Non-transparent pricing",Rarely,4,5,10–25,Yes,30–50,3,Yes,Mobile App,ASAP,7
25-34,Non-binary,15–25K,Unemployed,Single,5,3–5,Low price,No,Yes,Sometimes,"Fast Food, Chinese, Arabic",Neutral,"Bad customer support, Lack of discounts, Cold food, Limited restaurant choice",Never,3,4,50–75,No,50–75,4,No,Mobile App,ASAP,10
25-34,Female,0–4K,Student,Divorced,4,1–2,Customization,No,Yes,Sometimes,"Arabic, Vegan, Indian",Yes,"Poor packaging, Non-transparent pricing, Bad customer support",Often,3,3,25–50,Yes,50–75,4,Yes,WhatsApp,ASAP,5
35-44,Female,8–15K,Unemployed,Divorced,2,3–5,"Low price, Fast delivery",Yes,Yes,Sometimes,"Mexican, Japanese, Fast Food",Yes,Limited restaurant choice,Sometimes,4,4,75–100,No,50–75,2,Yes,Mobile App,ASAP,9
45-54,Male,8–15K,Self-Employed,Divorced,5,3–5,"Low price, Discounts, Healthy options",No,No,Sometimes,"Italian, Mexican, Fast Food",Yes,Non-transparent pricing,Rarely,3,5,50–75,Yes,50–75,3,Depends,Mobile App,ASAP,10
35-44,Female,0–4K,Self-Employed,Married,2,1–2,Healthy options,Yes,Yes,Always,"Vegan, Chinese, Japanese, Italian",Neutral,"Limited restaurant choice, Late delivery",Sometimes,5,3,10–25,Yes,50–75,3,Yes,Other,ASAP,5
35-44,Female,4–8K,Retired,Married,5,0,"Fresh/hot food, Variety of restaurants",Yes,Yes,Sometimes,"Mexican, Vegan, Arabic",Yes,Cold food,Often,4,3,50–75,No,30–50,4,Depends,Mobile App,Depends,7
25-34,Male,8–15K,Employed,Other,7,3–5,"Customization, Low price, Variety of restaurants",Yes,Yes,Often,"Japanese, Italian, Chinese",No,"Non-transparent pricing, Driver behavior, Bad customer support",Often,2,1,25–50,Yes,30–50,3,Yes,Website,Schedule,7
35-44,Female,8–15K,Self-Employed,Divorced,1,1–2,"Customization, Fresh/hot food, Low price",Yes,Depends,Sometimes,"Italian, Indian",Yes,"Driver behavior, Lack of discounts, Bad customer support",Sometimes,2,3,25–50,Yes,75–100,3,Depends,Mobile App,Schedule,8
25-34,Female,8–15K,Unemployed,Divorced,3,1–2,"Variety of restaurants, Fast delivery",Yes,Depends,Never,"Indian, Japanese",Yes,"Late delivery, Driver behavior, Limited restaurant choice, Bad customer support",Often,4,4,50–75,No,30–50,2,No,Mobile App,Schedule,8
25-34,Male,8–15K,Employed,Single,7,0,"Healthy options, Low price, Fresh/hot food",Yes,No,Rarely,"Japanese, Italian, Indian, Vegan",Neutral,Driver behavior,Rarely,2,2,75–100,Maybe,50–75,1,Yes,Mobile App,Depends,9
25-34,Female,8–15K,Self-Employed,Other,6,1–2,"Customization, Sustainability, Variety of restaurants",Yes,Depends,Sometimes,"Mexican, Arabic, Chinese, Vegan",Yes,"Bad customer support, Limited restaurant choice, Lack of discounts",Sometimes,3,4,25–50,Yes,50–75,3,Depends,Mobile App,ASAP,5
25-34,Male,0–4K,Retired,Single,1,6+,"Discounts, Customization",Yes,Yes,Often,"Vegan, Mexican",Yes,Bad customer support,Often,3,3,75–100,Yes,150+,3,Depends,Phone Call,Depends,7
25-34,Male,8–15K,Homemaker,Other,6,1–2,"Healthy options, Fresh/hot food",No,Yes,Sometimes,"Mexican, Vegan",Yes,"Late delivery, Bad customer support, Non-transparent pricing, Driver behavior",Sometimes,2,4,50–75,Yes,75–100,2,Yes,Phone Call,ASAP,10
18-24,Male,25K+,Retired,Other,5,1–2,"Low price, Fast delivery, Customization",Yes,No,Often,"Arabic, Chinese, Fast Food, Indian",No,"Lack of discounts, Driver behavior, Cold food",Sometimes,4,1,25–50,No,50–75,4,Depends,Mobile App,ASAP,10
35-44,Male,8–15K,Student,Married,3,3–5,"Healthy options, Variety of restaurants, Fast delivery",No,No,Often,"Vegan, Italian, Indian",Yes,"Late delivery, Poor packaging",Always,3,2,50–75,Yes,50–75,4,No,Mobile App,ASAP,7
25-34,Male,8–15K,Self-Employed,Married,3,3–5,Fresh/hot food,No,Yes,Sometimes,"Indian, Italian",Yes,Cold food,Often,3,3,50–75,Maybe,30–50,3,Depends,Phone Call,Schedule,6
35-44,Male,8–15K,Student,Single,5,1–2,Discounts,Yes,Yes,Often,"Italian, Vegan, Chinese",Yes,Cold food,Rarely,5,5,10–25,Yes,50–75,3,Depends,Mobile App,ASAP,9
25-34,Non-binary,15–25K,Student,Other,5,1–2,"Fast delivery, Discounts",Yes,Depends,Sometimes,"Vegan, Japanese, Italian, Mexican",Yes,"Bad customer support, Late delivery, Cold food, Non-transparent pricing",Sometimes,1,2,75–100,Yes,75–100,1,Yes,Mobile App,ASAP,8
25-34,Female,15–25K,Unemployed,Divorced,2,6+,"Discounts, Customization, Fresh/hot food",No,Depends,Often,"Chinese, Vegan",Yes,"Driver behavior, Bad customer support, Non-transparent pricing",Often,2,3,50–75,Yes,50–75,1,Yes,Mobile App,Schedule,8
25-34,Non-binary,8–15K,Employed,Married,5,3–5,"Fast delivery, Sustainability, Healthy options",Yes,Yes,Often,"Chinese, Arabic, Indian, Fast Food",Yes,"Late delivery, Bad customer support, Lack of discounts",Always,3,5,25–50,Yes,50–75,3,No,Mobile App,ASAP,8
18-24,Male,25K+,Unemployed,Divorced,4,1–2,"Fast delivery, Sustainability",No,No,Always,"Vegan, Indian",Neutral,"Non-transparent pricing, Poor packaging, Late delivery, Lack of discounts",Sometimes,2,4,100+,No,30–50,2,Depends,Mobile App,Schedule,5
25-34,Male,4–8K,Self-Employed,Single,5,0,Fast delivery,Yes,Yes,Sometimes,"Italian, Arabic, Indian",Neutral,"Non-transparent pricing, Poor packaging, Cold food",Sometimes,5,4,25–50,Yes,75–100,2,Yes,Mobile App,Schedule,8
18-24,Female,0–4K,Student,Married,4,1–2,"Variety of restaurants, Fast delivery",Yes,Yes,Sometimes,"Fast Food, Arabic",Yes,"Late delivery, Cold food, Poor packaging, Driver behavior",Often,5,3,75–100,Maybe,30–50,3,No,Mobile App,ASAP,7
18-24,Male,15–25K,Homemaker,Married,5,1–2,Variety of restaurants,No,Yes,Rarely,"Vegan, Japanese",No,"Poor packaging, Late delivery, Limited restaurant choice",Sometimes,3,5,25–50,Yes,75–100,5,Yes,Phone Call,ASAP,9
55+,Male,15–25K,Student,Other,2,1–2,"Low price, Sustainability, Customization",No,Yes,Sometimes,"Mexican, Italian, Vegan",Yes,"Cold food, Non-transparent pricing, Bad customer support, Late delivery",Always,5,5,50–75,Yes,50–75,3,Depends,Mobile App,Schedule,7
25-34,Female,4–8K,Homemaker,Single,4,3–5,Sustainability,No,Yes,Often,"Chinese, Japanese, Indian, Vegan",Yes,"Poor packaging, Cold food, Driver behavior",Always,4,4,25–50,Yes,50–75,5,No,Mobile App,ASAP,8
45-54,Male,4–8K,Unemployed,Other,1,0,Healthy options,Yes,Depends,Always,"Indian, Chinese, Fast Food, Japanese",Yes,"Poor packaging, Bad customer support, Limited restaurant choice, Driver behavior",Sometimes,5,3,50–75,Maybe,30–50,3,Depends,Mobile App,Schedule,8
25-34,Female,0–4K,Unemployed,Married,4,3–5,Customization,No,Yes,Sometimes,"Italian, Japanese, Arabic",Yes,"Late delivery, Non-transparent pricing, Cold food, Poor packaging",Always,3,4,25–50,No,30–50,4,Depends,Website,ASAP,6
35-44,Female,4–8K,Employed,Single,7,1–2,"Discounts, Customization, Sustainability",No,Yes,Rarely,"Vegan, Arabic, Indian",Yes,Late delivery,Rarely,4,1,25–50,Yes,75–100,4,Yes,Mobile App,ASAP,5
35-44,Male,15–25K,Student,Married,2,3–5,"Customization, Fresh/hot food, Sustainability",No,Yes,Sometimes,"Chinese, Mexican",Yes,"Driver behavior, Poor packaging, Cold food, Non-transparent pricing",Always,5,5,10–25,Maybe,75–100,4,Yes,Mobile App,Depends,8
35-44,Male,8–15K,Retired,Single,6,3–5,"Discounts, Low price",Yes,Yes,Sometimes,"Vegan, Italian, Japanese, Chinese",No,"Poor packaging, Driver behavior, Lack of discounts, Limited restaurant choice",Sometimes,5,2,75–100,Yes,50–75,3,Depends,Website,Depends,5
25-34,Female,8–15K,Unemployed,Married,4,0,Variety of restaurants,Yes,Depends,Sometimes,"Italian, Vegan",Yes,Limited restaurant choice,Often,3,3,25–50,No,50–75,3,Yes,Mobile App,Schedule,6
25-34,Male,8–15K,Unemployed,Divorced,7,1–2,"Discounts, Customization",No,No,Sometimes,"Chinese, Japanese, Vegan",Yes,Lack of discounts,Often,2,5,50–75,Maybe,50–75,4,Depends,Mobile App,Schedule,6
25-34,Male,0–4K,Employed,Divorced,7,1–2,Sustainability,Yes,Depends,Often,"Indian, Vegan, Italian",Yes,"Lack of discounts, Bad customer support",Sometimes,2,5,75–100,No,50–75,4,Depends,WhatsApp,Schedule,7
45-54,Prefer not to say,4–8K,Homemaker,Other,7,3–5,"Low price, Customization",Yes,Depends,Never,"Indian, Italian",Yes,"Lack of discounts, Poor packaging, Cold food, Driver behavior",Often,1,1,75–100,Maybe,50–75,2,No,Mobile App,Depends,8
45-54,Male,8–15K,Employed,Divorced,5,3–5,"Sustainability, Variety of restaurants, Customization",Yes,Yes,Sometimes,"Arabic, Fast Food, Italian, Japanese",Yes,"Poor packaging, Non-transparent pricing, Late delivery",Sometimes,4,2,25–50,Maybe,50–75,5,Yes,Mobile App,ASAP,3
55+,Female,25K+,Student,Married,7,1–2,"Variety of restaurants, Sustainability",Yes,Yes,Often,"Mexican, Arabic",Yes,Bad customer support,Sometimes,4,4,75–100,Maybe,75–100,4,Yes,Mobile App,Schedule,5
